Case UPC,Item UPC,Client,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
21179,21179,JMSFRZ,8/7.2 OZ,SM UNCRUST CHOC HZLNT 4PK,LP400092,,FHS SM UNC,8
24173,24173,JMSFRZ,6/10 EA,SM UNCRUST PB/HONEY 10 PK,LP404779,,FHS SM UNC,6
26124,26124,JMSFRZ,6/20 OZ,SM UNCRUST PB/RSPBRY 10PK,LP404779,,FHS SM UNC,6
30033,6961,JMSFRZ,6/2.6 OZ,SM UNCRUST PB/STRWBRY,LP400093,,FHS SM UNC,48
31954,1954,JMSFRZ,8/8 OZ,SM UNCRUST PB/BERRY 4 PK,LP404788,,FHS SM UNC,8
34206,34206,JMSFRZ,48/2.6 OZ,SM UNCRUST PB/RASPB WHEAT,,,FHS SM UNC,48
40940,6960,JMSFRZ,48/2.6 OZ,SM UNCRUST PB/GRAPE,LP400093,,FHS SM UNC,48
50975,6961,JMSFRZ,48/2.6 OZ,SM UNCRUST PB/STRWBRY,LP400093,,FHS SM UNC,48
51650,1650,JMSFRZ,6/22.4 OZ,SM UNCRUST WHT PB/STRW 8P,LP404993,,FHS SM UNC,6
64803,6960,JMSFRZ,48/2.6 OZ,SM UNCRUST PB/GRAPE,LP400093,,FHS SM UNC,48
71559,71559,JMSFRZ,6/30 OZ,SM UNCRUST PB/HONEY 15 PK,LP404780,,FHS SM UNC,6
77936,77936,JMSFRZ,72/2.6 OZ,SM UNCRUST PB/RASPBERRY,,,FHS SM UNC,72
82601,82601,JMSFRZ,12/50.4 OZ,SM UNCRUST PB/GRAPE 18 PK,LP400189,,FHS SM UNC,12
82614,82614,JMSFRZ,12/50.4 OZ,SM UNCRUST PB/STRWB 18 PK,LP400189,,FHS SM UNC,12
82990,82990,JMSFRZ,8/7.2 EA,SM UNCRUST PNUT BTR 4 PK,,,FHS SM UNC,8
83000,83000,JMSFRZ,6/27 OZ,SM UNCRUST CHOC HZLNT 15P,LP400190,,FHS SM UNC,6
93842,93842,JMSFRZ,6/30 OZ,SM UNCRUST PB/RSPBRY 15PK,LP404780,,FHS SM UNC,6
94607,4607,JMSFRZ,8/7.2 OZ,SM UNCRST PB CHC HZLNT 4P,LP404788,,FHS SM UNC,8
99998, ,JMSFRZ,,,,,,1
99999, ,JMSFRZ,,,,,,1
ADFEE , ,JMSFRZ,,,,,,1
ADJUSTME , ,JMSFRZ,,,,,,1
ADMINFEE , ,JMSFRZ,,,,,,1
ADWCOSTC , ,JMSFRZ,,,,,,1
ALLORDER , ,JMSFRZ,,,,,,1
DAMAGES , ,JMSFRZ,,,,,,1
FREIGHT , ,JMSFRZ,,,,,,1
LUMPFEE , ,JMSFRZ,,,,,,1
NOTREP , ,JMSFRZ,,,,,,1
OTHEREVT , ,JMSFRZ,,,,,,1
TPRFEE , ,JMSFRZ,,,,,,1
UNKNOWN , ,JMSFRZ,,,,,,1
